daily,index,cumsum,cs_mv14d,d_mv14d,cs_savgol,d_savgol
2409,445,1042166,1041604.4285714285,2141.571428571362,1041135.1371152228,2268.369787320611
2425,446,1044591,1043707.8571428572,2103.428571428638,1043325.35093343,2190.2138182072667
1434,447,1046025,1045801.4285714285,2093.571428571362,1045425.7572942456,2100.4063608156284
773,448,1046798,1047885.5714285715,2084.142857142957,1047475.9584930672,2050.201198821538
899,449,1047697,1049859.0,1973.4285714285215,1049481.846693816,2005.8882007487118
2789,450,1050486,1051719.4285714286,1860.428571428638,1051281.5300260643,1799.683332248358
2534,451,1053020,1053464.142857143,1744.714285714319,1052973.2785895625,1691.7485634982586
2215,452,1055235,1055141.5,1677.357142857043,1054600.5173858,1627.2387962373905
2023,453,1057258,1056741.9285714286,1600.428571428638,1056287.824331117,1687.306945317192
1116,454,1058374,1058286.142857143,1544.214285714319,1057926.1707276646,1638.3463965475094
603,455,1058977,1059803.642857143,1517.5,1059621.1559656342,1694.9852379695512
2026,456,1061003,1061345.2857142857,1541.642857142724,1061336.8869050383,1715.7309394041076
1682,457,1062685,1062762.0714285714,1416.785714285681,1062856.509821379,1519.622916340828
1498,458,1064183,1064057.9285714286,1295.857142857276,1064230.9033826562,1374.3935612770729
1466,459,1065649,1065250.142857143,1192.214285714319,1065444.0540034748,1213.1506208186038
1348,460,1066997,1066353.5,1103.357142857043,1066535.216392733,1091.1623892581556
647,461,1067644,1067405.0,1051.5,1067517.6198247483,982.4034320153296
399,462,1068043,1068428.357142857,1023.3571428570431,1068472.9220816407,955.3022568924353
1237,463,1069280,1069361.642857143,933.2857142859139,1069447.5725656596,974.6504840189591
1041,464,1070321,1070213.0,851.3571428570431,1070380.9791107757,933.4065451161005
841,465,1071162,1070987.2857142857,774.285714285681,1071158.469654913,777.4905441373121
764,466,1071926,1071689.0,701.714285714319,1071837.868462373,679.3988074599765
779,467,1072705,1072324.7142857143,635.714285714319,1072443.5136498592,605.6451874861959
390,468,1073095,1072933.7857142857,609.071428571362,1073001.8027749518,558.2891250925604
209,469,1073304,1073524.2857142857,590.5,1073559.3640058236,557.5612308718264
765,470,1074069,1074060.857142857,536.571428571362,1074123.7186739398,564.354668116197
535,471,1074604,1074549.142857143,488.28571428591385,1074597.9391111722,474.22043723240495
419,472,1075023,1075005.642857143,456.5,1075037.0497543672,439.11064319498837
450,473,1075473,1075431.7857142857,426.1428571427241,1075434.5937147618,397.5439603945706
424,474,1075897,1075830.7142857143,398.92857142863795,1075796.1918053622,361.5980906004552
274,475,1076171,1076220.2857142857,389.57142857136205,1076137.2975137588,341.1057083965279
139,476,1076310,1076607.5714285714,387.285714285681,1076473.7946088896,336.49709513084963
482,477,1076792,1076982.9285714286,375.3571428572759,1076823.0497310963,349.2551222066395
365,478,1077157,1077359.857142857,376.9285714284051,1077141.5738721988,318.5241411025636
396,479,1077553,1077751.7142857143,391.8571428572759,1077472.6151025444,331.04123034561053
339,480,1077892,1078159.7142857143,408.0,1077820.7085592735,348.0934567290824
398,481,1078290,1078589.142857143,429.42857142863795,1078192.7641665093,372.05560723575763
259,482,1078549,1079036.2142857143,447.07142857136205,1078582.0806243252,389.316457815934
177,483,1078726,1079499.5,463.285714285681,1078970.788477076,388.7078527507838
598,484,1079324,1079999.642857143,500.1428571429569,1079417.9220666902,447.1335896141827
557,485,1079881,1080548.142857143,548.5,1079891.0470445028,473.12497781263664
628,486,1080509,1081152.142857143,604.0,1080422.9238259078,531.8767814049497
676,487,1081185,1081819.5714285714,667.4285714284051,1081005.1590410734,582.2352151656523
724,488,1081909,1082550.642857143,731.0714285715949,1081658.9853372553,653.8262961818837
521,489,1082430,1083334.9285714286,784.285714285681,1082378.601072805,719.6157355497126
366,490,1082796,1084162.357142857,827.4285714284051,1083121.8883558724,743.2872830673587
998,491,1083794,1085073.0714285714,910.714285714319,1083970.9539719732,849.0656161007937
1042,492,1084836,1086046.0714285714,973.0,1084950.0586702032,979.1046982300468
1173,493,1086009,1087077.5,1031.428571428638,1085968.3802956135,1018.3216254103463
1227,494,1087236,1088159.9285714286,1082.428571428638,1087064.8925356017,1096.5122399881948
1289,495,1088525,1089302.7857142857,1142.857142857043,1088251.3997408056,1186.507205203874
1004,496,1089529,1090487.2857142857,1184.5,1089499.8326935328,1248.4329527271912
781,497,1090310,1091705.5,1218.214285714319,1090747.5999361577,1247.76724262489
1764,498,1092074,1093004.857142857,1299.357142857043,1092071.4482110504,1323.8482748926617
1429,499,1093503,1094369.357142857,1364.5,1093427.7429368717,1356.2947258213535
1446,500,1094949,1095706.5,1337.142857142957,1094821.5232904668,1393.780353595037
1390,501,1096339,1097092.7142857143,1386.214285714319,1096235.769729507,1414.2464390401728
1570,502,1097909,1098505.142857143,1412.428571428638,1097679.0493460128,1443.279616505839
1104,503,1099013,1099928.5714285714,1423.4285714284051,1099120.3943971305,1441.345051117707
838,504,1099851,1101352.2142857143,1423.642857142957,1100528.8558749934,1408.4614778629038
2134,505,1101985,1102800.7142857143,1448.5,1101982.5866068096,1453.7307318162639
1954,506,1103939,1104261.4285714286,1460.714285714319,1103450.0811491779,1467.494542368222
790,507,1104729,1105744.0,1482.571428571362,1104936.9808939837,1486.89974480588
1914,508,1106643,1107254.5714285714,1510.571428571362,1106417.12748199,1480.1465880062897
1656,509,1108299,1108781.357142857,1526.785714285681,1107929.581501776,1512.4540197858587
1158,510,1109457,1110314.0,1532.642857142957,1109446.7524670453,1517.1709652694408
784,511,1110241,1111862.2142857143,1548.214285714319,1110916.3426176938,1469.5901506484952
2112,512,1112353,1113418.7857142857,1556.571428571362,1112441.3943422765,1525.0517245826777
1600,513,1113953,1114975.0714285714,1556.285714285681,1113984.4164766097,1543.0221343331505
1752,514,1115705,1116608.857142857,1633.785714285681,1115572.0337681894,1587.6172915797215
1782,515,1117487,1118237.0714285714,1628.214285714319,1117188.897917736,1616.8641495467164
1797,516,1119284,1119899.357142857,1662.285714285681,1118866.3888920792,1677.490974343149
1186,517,1120470,1121570.0,1670.642857142957,1120565.0011328452,1698.6122407659423
1056,518,1121526,1123250.5,1680.5,1122213.6347548962,1648.6336220509838
2251,519,1123777,1124965.642857143,1715.142857142957,1123925.6377051533,1712.002950257156
1950,520,1125727,1126724.9285714286,1759.285714285681,1125628.3098929548,1702.6721878014505
1875,521,1127602,1128501.357142857,1776.4285714284051,1127387.418733014,1759.1088400592562
1836,522,1129438,1130304.642857143,1803.2857142859139,1129214.0096156523,1826.5908826382365
2133,523,1131571,1132141.9285714286,1837.285714285681,1131042.8534181342,1828.8438024818897
1275,524,1132846,1133991.0714285714,1849.142857142724,1132888.2771759622,1845.4237578280736
922,525,1133768,1135819.5,1828.428571428638,1134701.793408542,1813.5162325797137
2597,526,1136365,1137689.2142857143,1869.714285714319,1136579.2462854555,1877.452876913594
2218,527,1138583,1139580.142857143,1890.928571428638,1138463.9990893982,1884.7528039426543
1992,528,1140575,1141498.9285714286,1918.785714285681,1140415.3354785393,1951.3363891411573
2158,529,1142733,1143429.9285714286,1931.0,1142376.4052152275,1961.069736688165
2273,530,1145006,1145368.9285714286,1939.0,1144358.7871865535,1982.3819713259581
1352,531,1146358,1147308.642857143,1939.714285714319,1146336.1505247445,1977.3633381910622
766,532,1147124,1149250.7857142857,1942.142857142724,1148245.609897736,1909.4593729914632
2829,533,1149953,1151197.0,1946.214285714319,1150199.2495369173,1953.6396391813178
2247,534,1152200,1153160.5,1963.5,1152140.0139211258,1940.76438420848
2265,535,1154465,1155152.7857142857,1992.285714285681,1154107.906598585,1967.8926774591673
2007,536,1156472,1157147.142857143,1994.357142857276,1156078.580103955,1970.6735053700395
2245,537,1158717,1159137.5,1990.357142857043,1158073.4277638874,1994.8476599324495
1285,538,1160002,1161129.2857142857,1991.785714285681,1160060.355544327,1986.9277804396115
956,539,1160958,1163125.857142857,1996.571428571362,1162012.8290710102,1952.4735266831703
2654,540,1163612,1165130.642857143,2004.7857142859139,1164037.3994313027,2024.5703602924477
2460,541,1166072,1167143.357142857,2012.7142857140861,1166049.5858591301,2012.1864278274588
2395,542,1168467,1169153.0,2009.642857142957,1168101.0364549067,2051.4505957765505
2187,543,1170654,1171170.2142857143,2017.214285714319,1170155.5698605038,2054.533405597089
2217,544,1172871,1173181.0,2010.785714285681,1172222.585311218,2067.015450714156
1372,545,1174243,1175188.5714285714,2007.571428571362,1174276.940189941,2054.3548787231557
833,546,1175076,1177180.2142857143,1991.642857142957,1176269.2705132018,1992.3303232607432
2944,547,1178020,1179182.2857142857,2002.071428571362,1178311.203556395,2041.933043193072
2358,548,1180378,1181177.2857142857,1995.0,1180289.4516328392,1978.248076444259
2222,549,1182600,1183157.642857143,1980.357142857276,1182270.398911874,1980.947279034881
2113,550,1184713,1185132.142857143,1974.5,1184228.5708673345,1958.1719554604497
2155,551,1186868,1187114.2142857143,1982.071428571362,1186204.249009945,1975.6781426104717
1240,552,1188108,1189091.5714285714,1977.357142857043,1188153.867546599,1949.6185366539285
733,553,1188841,1191057.9285714286,1966.357142857276,1190042.3780915583,1888.5105449594557
2800,554,1191641,1193023.2857142857,1965.357142857043,1191995.3767752321,1952.9986836737953
2361,555,1194002,1194998.5,1975.214285714319,1193920.6197563685,1925.2429811363108
2190,556,1196192,1196980.857142857,1982.357142857043,1195869.457203833,1948.837447464466
2105,557,1198297,1198985.5714285714,2004.714285714319,1197823.3649086333,1953.9077048003674
2323,558,1200620,1201007.0714285714,2021.5,1199831.7359038973,2008.3709952640347
1306,559,1201926,1203030.0,2022.928571428638,1201866.812940551,2035.0770366536453
679,560,1202605,1205047.142857143,2017.142857142957,1203892.385336593,2025.5723960420582
2930,561,1205535,1207074.2857142857,2027.142857142724,1205992.3202858204,2099.934949227376
2496,562,1208031,1209094.857142857,2020.571428571362,1208052.9248907405,2060.6046049201395
2322,563,1210353,1211114.0714285714,2019.214285714319,1210138.1372813657,2085.212390625151
2426,564,1212779,1213131.5,2017.428571428638,1212211.8912829706,2073.754001604859
2390,565,1215169,1215143.9285714286,2012.428571428638,1214289.8361667912,2077.944883820601
1260,566,1216429,1217149.9285714286,2006.0,1216337.5514095172,2047.7152427260298
652,567,1217081,1219159.0714285714,2009.142857142724,1218318.5241121962,1980.9727026789915
2940,568,1220021,1221146.642857143,1987.5714285715949,1220340.1186097804,2021.5944975842722
2269,569,1222290,1223126.7142857143,1980.071428571362,1222274.6870279545,1934.5684181740507
2171,570,1224461,1225095.7142857143,1969.0,1224213.6987478596,1939.0117199050728
2080,571,1226541,1227046.0,1950.285714285681,1226142.3777411627,1928.678993303096
2253,572,1228794,1228979.0714285714,1933.071428571362,1228086.3145561097,1943.9368149470538
1216,573,1230010,1230904.0714285714,1925.0,1230007.7146474735,1921.4000913638156
723,574,1230733,1232830.9285714286,1926.857142857276,1231850.8167145343,1843.1020670607686
2628,575,1233361,1234747.142857143,1916.214285714319,1233783.10354073,1932.286826195661
2391,576,1235752,1236664.857142857,1917.7142857140861,1235678.4676120859,1895.3640713558998
2167,577,1237919,1238609.2857142857,1944.428571428638,1237605.6642002417,1927.1965881558135
2164,578,1240083,1240584.857142857,1975.571428571362,1239535.9512933637,1930.287093122024
2149,579,1242232,1242581.2142857143,1996.357142857276,1241506.6842895313,1970.732996167615
1147,580,1243379,1244592.4285714286,2011.214285714319,1243461.9540039892,1955.2697144579142
678,581,1244057,1246610.5714285714,2018.142857142724,1245259.6365527664,1797.6825487772003
2791,582,1246848,1248721.2857142857,2110.714285714319,1247178.5960027417,1918.9594499752857
2290,583,1249138,1250906.5714285714,2185.285714285681,1249153.5224773341,1974.9264745924156
2545,584,1251683,1253194.0,2287.428571428638,1251284.192181448,2130.669704113854
2516,585,1254199,1255604.7142857143,2410.714285714319,1253531.183131235,2246.9909497869667
2544,586,1256743,1258159.642857143,2554.928571428638,1255963.4625535584,2432.2794223234523
1424,587,1258167,1260802.357142857,2642.714285714086,1258447.2377002374,2483.7751466790214
820,588,1258987,1263503.0714285714,2700.714285714319,1260729.6899938353,2282.4522935978603
3924,589,1262911,1266473.7142857143,2970.642857142957,1263246.215611656,2516.5256178206764
3435,590,1266346,1269730.5,3256.785714285681,1266044.9346556698,2798.71904401388
3597,591,1269943,1273273.5,3543.0,1269214.2434572475,3169.3088015776593
3890,592,1273833,1277130.0,3856.5,1272721.7754132124,3507.5319559648633
4168,593,1278001,1281315.357142857,4185.357142857043,1276656.2282080632,3934.452794850804
2376,594,1280377,1285691.142857143,4375.785714285914,1280834.1892318784,4177.961023815209
1490,595,1281867,1290183.357142857,4492.214285714086,1285164.6277749324,4330.438543054042
6570,596,1288437,1295088.357142857,4905.0,1289474.8849759004,4310.257200967986
6296,597,1294733,1300419.5,5331.142857142957,1294273.4829685972,4798.597992696799
6552,598,1301285,1306152.5714285714,5733.071428571362,1299808.833378332,5535.350409734761
6905,599,1308190,1312264.642857143,6112.071428571595,1305953.80042531,6144.967046977952
7148,600,1315338,1318742.5,6477.857142857043,1312773.005636784,6819.2052114740945
4090,601,1319428,1325405.7142857143,6663.214285714319,1319948.6813095591,7175.675672775134
2450,602,1321878,1332180.9285714286,6775.214285714319,1326901.0025431488,6952.321233589668
9703,603,1331581,1338742.7142857143,6561.785714285681,1334180.8362774618,7279.833734313026
9401,604,1340982,1345691.5,6948.785714285681,1341589.8459851088,7409.00970764691
9224,605,1350206,1352937.0,7245.5,1349335.72806317,7745.882078061346
9196,606,1359402,1360416.5,7479.5,1356593.8325219848,7258.10445881472
9289,607,1368691,1368181.0714285714,7764.571428571362,1363891.9019410568,7298.06941907201
4971,608,1373662,1376114.4285714286,7933.357142857276,1371261.625439708,7369.723498651059
3058,609,1376720,1384163.7142857143,8049.285714285681,1378300.3034257132,7038.677986005321
3582,610,1380302,1392610.4285714286,8446.714285714319,1385963.2196250337,7662.916199320462
11714,611,1392016,1401315.4285714286,8705.0,1394093.7468243958,8130.527199362172
10706,612,1402722,1410272.2857142857,8956.857142857043,1402730.1828640704,8636.436039674561
10181,613,1412903,1418933.357142857,8661.071428571362,1411685.6290289995,8955.446164929075
11139,614,1424042,1427913.2142857143,8979.857142857276,1421094.4087195878,9408.779690588359
6453,615,1430495,1437135.2857142857,9222.071428571362,1430653.751105681,9559.342386093223
4073,616,1434568,1446532.2142857143,9396.928571428638,1439706.3809308922,9052.62982521113
15267,617,1449835,1457161.642857143,10629.428571428638,1449422.785496229,9716.404565336881
13017,618,1462852,1468270.857142857,11109.214285714086,1459517.3243726874,10094.538876458304
12750,619,1475602,1479911.642857143,11640.785714285914,1470126.8822630197,10609.557890332304
5055,620,1480657,1492151.7857142857,12240.142857142724,1481175.1517771618,11048.26951414207
13752,621,1494409,1504964.2142857143,12812.428571428638,1492892.5037375991,11717.351960437372
8362,622,1502771,1518116.7857142857,13152.571428571362,1505103.5020729117,12210.998335312586
5506,623,1508277,1531460.857142857,13344.071428571362,1517417.9635150458,12314.46144213411
20837,624,1529114,1545544.7142857143,14083.857142857276,1531166.1469399794,13748.18342493358
18431,625,1547545,1560208.7142857143,14664.0,1546348.5138252473,15182.366885267897
18148,626,1565693,1575403.0,15194.285714285681,1562382.9473116018,16034.433486354537
18572,627,1584265,1591681.2857142857,16278.285714285681,1579252.5004721137,16869.55316051189
19151,628,1603416,1608409.0,16727.71428571432,1596897.0205400677,17644.52006795397
11215,629,1614631,1625367.2857142857,16958.28571428568,1614783.038984927,17886.018444859423
6754,630,1621385,1642437.4285714286,17070.142857142957,1632367.254607225,17584.215622297954
25624,631,1647009,1659819.7142857143,17382.28571428568,1650368.6065758548,18001.35196862975
21139,632,1668148,1677376.2142857143,17556.5,1668048.4683184016,17679.861742546782
20174,633,1688322,1695041.357142857,17665.142857142724,1685826.2096601978,17777.741341796238
20231,634,1708553,1712689.142857143,17647.785714285914,1703655.247160171,17829.037499973085
20044,635,1728597,1730238.2142857143,17549.071428571362,1722012.9539120174,18357.706751846476
11590,636,1740187,1747674.5714285714,17436.357142857043,1740090.0151528632,18077.061240845826
7072,637,1747259,1765055.4285714286,17380.857142857276,1757981.6207385994,17891.605585736223
25207,638,1772466,1782087.2857142857,17031.857142857043,1776097.6390754709,18116.018336871406
20870,639,1793336,1798729.357142857,16642.071428571362,1793463.2541365349,17365.615061064018
19669,640,1813005,1815007.5714285714,16278.214285714319,1810483.393665419,17020.139528884087
18329,641,1831334,1830800.5,15792.928571428638,1826912.550129537,16429.156464118045
17769,642,1849103,1846097.642857143,15297.142857142957,1842764.9603110477,15852.410181510728
9637,643,1858740,1861074.9285714286,14977.285714285681,1858131.808609053,15366.848298005294
5977,644,1864717,1875826.2142857143,14751.285714285681,1873277.5579988535,15145.749389800476
20738,645,1885455,1889768.7857142857,13942.571428571362,1888299.3301056458,15021.772106792312
15682,646,1901137,1902976.5,13207.714285714319,1901942.0659745752,13642.73586892942
15080,647,1916217,1915442.357142857,12465.857142857043,1914878.7965674817,12936.730592906475
13437,648,1929654,1927178.2857142857,11735.928571428638,1926981.9670403441,12103.170472862432
13103,649,1942757,1938198.2857142857,11020.0,1938309.3237860608,11327.35674571665
7112,650,1949869,1948869.4285714286,10671.142857142957,1948866.527177661,10557.203391600167
3908,651,1953777,1959317.2142857143,10447.785714285681,1959090.2423064017,10223.715128740761
13885,652,1967662,1968934.642857143,9617.428571428638,1969265.6049464669,10175.362640065141
10582,653,1978244,1977958.5,9023.857142857043,1978214.562332259,8948.957385792164
9283,654,1987527,1986433.0,8474.5,1986645.060051854,8430.497719594976
8110,655,1995637,1994485.142857143,8052.142857142957,1994536.4617738589,7891.40172200487
7746,656,2003383,2002067.0,7581.857142857043,2001910.1575611297,7373.695787270786
4753,657,2008136,2009342.142857143,7275.142857142957,2008302.2095257137,6392.0519645840395
2850,658,2010986,2016664.2857142857,7322.142857142724,2014031.7519789012,5729.542453187518
9113,659,2020099,2023944.4285714286,7280.142857142957,2020192.2541003563,6160.502121455036
7372,660,2027471,2031384.357142857,7439.928571428405,2026387.309667954,6195.0555675977375
7389,661,2034860,2039235.9285714286,7851.571428571595,2033225.1150594587,6837.805391504662
7524,662,2042384,2047655.2857142857,8419.357142857043,2040235.607132446,7010.49207298737
6519,663,2048903,2056399.2857142857,8744.0,2047608.0642645184,7372.457132072421
2818,664,2051721,2065094.5,8695.214285714319,2055128.7685452022,7520.704280683771
4566,665,2056287,2074235.142857143,9140.642857142957,2062299.33890725,7170.570362047758
13297,666,2069584,2084694.9285714286,10459.785714285681,2070961.8805570556,8662.541649805615
12819,667,2082403,2096636.9285714286,11942.0,2080853.5161378817,9891.635580826085
15046,668,2097449,2109911.5,13274.571428571362,2092482.707914129,11629.19177624723
16059,669,2113508,2124337.0714285714,14425.571428571362,2105607.828114421,13125.120200292207
12291,670,2125799,2139997.0714285714,15660.0,2120525.3943334916,14917.56621907046
4070,671,2129869,2156551.8571428573,16554.785714285914,2136779.693759939,16254.2994264476
9086,672,2138955,2173582.285714286,17030.428571428638,2152665.571531176,15885.877771236934
27581,673,2166536,2192359.785714286,18777.5,2170858.2864363794,18192.71490520332
28123,674,2194659,2212485.6428571427,20125.85714285681,2191430.5533539574,20572.266917577945
26045,675,2220704,2233761.6428571427,21276.0,2214239.1091062073,22808.5557522499
23638,676,2244342,2256041.214285714,22279.571428571362,2238179.9830072843,23940.87390107708
23801,677,2268143,2279717.4285714286,23676.21428571455,2263099.7651415016,24919.78213421721
15345,678,2283488,2304615.4285714286,24898.0,2287733.447433911,24633.68229240924
11225,679,2294713,2329935.214285714,25319.78571428545,2309783.6396695655,22050.192235654686
37756,680,2332469,2357764.3571428573,27829.14285714319,2333001.6994742486,23218.059804683086
31696,681,2364165,2387921.285714286,30156.928571428638,2358131.485353022,25129.785878773313
31148,682,2395313,2420567.3571428573,32646.071428571362,2385713.16710501,27581.681751987897
30109,683,2425422,2455615.785714286,35048.42857142864,2415683.59514002,29970.428035010118
31844,684,2457266,2492995.785714286,37380.0,2448770.2656965503,33086.67055653036
21175,685,2478441,2531621.714285714,38625.92857142817,2485226.3595562913,36456.093859741
14991,686,2493432,2570927.785714286,39306.07142857183,2524110.398175133,38884.038618841674
62712,687,2556144,2612962.5,42034.714285714086,2567450.665883092,43340.26770795928
60712,688,2616856,2657197.285714286,44234.785714285914,2614381.3935190444,46930.72763595218
60893,689,2677749,2703118.1428571427,45920.85714285681,2664647.0737572,50265.68023815565
57271,690,2735020,2750281.785714286,47163.64285714319,2717288.103156808,52641.029399607796
56443,691,2791463,2798129.3571428573,47847.57142857136,2771498.4219920277,54210.318835219834
32788,692,2824251,2846123.0714285714,47993.714285714086,2826034.0175304404,54535.59553841269
20747,693,2844998,2893989.214285714,47866.142857142724,2879584.8433880666,53550.825857626274
75957,694,2920955,2940948.714285714,46959.5,2932269.6380691677,52684.794681101106
62497,695,2983452,2986195.214285714,45246.5,2981764.578481409,49494.940412241034
54753,696,3038205,3029295.3571428573,43100.14285714319,3028502.722982375,46738.144500966184
47508,697,3085713,3070152.1428571427,40856.78571428545,3071999.6000071354,43496.87702476047
41419,698,3127132,3108576.214285714,38424.07142857136,3112523.61389964,40524.01389250439
23221,699,3150353,3145549.0714285714,36972.857142857276,3150413.408281819,37889.794382179156
13205,700,3163558,3181560.3571428573,36011.285714285914,3186368.36449975,35954.95621793112
50019,701,3213577,3214104.3571428573,32544.0,3220700.552700236,34332.18820048589
36730,702,3250307,3243569.5714285714,29465.214285714086,3250408.021020727,29707.468320491258
30844,703,3281151,3270321.9285714286,26752.357142857276,3276880.100329118,26472.079308390617
25864,704,3307015,3294694.8571428573,24372.928571428638,3300229.075099852,23348.974770734087
22385,705,3329400,3316978.785714286,22283.928571428638,3321232.74791018,21003.672810328193
12471,706,3341871,3338085.5714285714,21106.78571428545,3340822.0576076414,19589.309697461314
7285,707,3349156,3358595.1428571427,20509.571428571362,3360592.569513968,19770.51190632675
27415,708,3376571,3376709.0714285714,18113.928571428638,3380247.345698793,19654.77618482476
19394,709,3395965,3393022.6428571427,16313.571428571362,3396128.6594960424,15881.313797249459
16773,710,3412738,3407890.5714285714,14867.928571428638,3410405.0624217126,14276.402925670147
14196,711,3426934,3421573.5,13682.928571428638,3423102.764288329,12697.701866616495
12173,712,3439107,3434208.3571428573,12634.857142857276,3434701.256591967,11598.492303637788
6741,713,3445848,3446273.5,12065.142857142724,3445863.773464794,11162.516872826964
4844,714,3450692,3458027.714285714,11754.214285714086,3457653.3015180696,11789.528053275775
16480,715,3467172,3468605.1428571427,10577.428571428638,3468720.786873116,11067.485355046578
11525,716,3478697,3478367.1428571427,9762.0,3479024.910268224,10304.123395107687
10605,717,3489302,3487474.714285714,9107.571428571362,3488465.4694265616,9440.559158337768
9274,718,3498576,3496043.5714285714,8568.857142857276,3497007.1814456624,8541.712019100785
7712,719,3506288,3504154.714285714,8111.142857142724,3504704.4048009673,7697.2233553049155
4495,720,3510783,3512014.6428571427,7859.928571428638,3511710.8443309115,7006.439529944211
2932,721,3513715,3519630.285714286,7615.64285714319,3518269.5418803236,6558.697549412027
10940,722,3524655,3526069.0,6438.714285714086,3524678.4560797266,6408.9141994030215
7978,723,3532633,,,3531226.9347381135,6548.478658386972
7611,724,3540244,,,3538098.3833268047,6871.448588691186
6654,725,3546898,,,3545234.433032,7136.049705195241
5765,726,3552663,,,3552155.9118535197,6921.478821519762
3224,727,3555887,,,3557735.9222274763,5580.010373956524
1424,728,3557311,,,3559920.3286503367,2184.4064228604548
3,729,3557314,,,3555390.958781969,-4529.36986836791
