"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.747913168E2,3.992382661E0,-1.931861579E-2,2.103874969E-1
7.748013798E2,2.758609341E0,5.363577828E-2,-3.917277807E-1
7.748114418E2,3.714078000E0,-1.345654821E-1,4.298030949E-1
7.748215048E2,3.011709286E0,-1.372702579E-1,2.265211344E-3
7.748315678E2,3.411123817E0,-1.511699666E-1,9.970350534E-1
7.748416308E2,2.983948168E0,1.832809746E-3,4.995229554E-1
7.748516938E2,3.673820797E0,-1.594828069E-1,7.111097163E-1
7.748617568E2,3.527600352E0,-3.456822731E-1,-3.652229369E-2
7.748718188E2,3.147562618E0,-6.005821377E-1,-3.794375181E-1
7.748818818E2,3.284792091E0,-3.336865640E-1,2.459561098E-1
7.748919448E2,3.667485631E0,-3.290196088E-1,-2.541112214E-1
7.749020078E2,3.276351343E0,-1.776639931E-1,-1.302215856E-1
7.749120708E2,3.301157863E0,-1.956259087E-1,5.064624310E-2
7.749221338E2,3.361178655E0,-2.242322418E-1,1.826477212E-1
7.749321968E2,3.523561096E0,-4.005269632E-1,5.242841595E-1
7.749422588E2,3.137630537E0,-4.782722734E-1,-1.062497556E-2
7.749523218E2,3.495000079E0,-6.753412749E-1,5.207506871E-1
7.749623848E2,3.625842931E0,-2.149531491E-1,-6.620451450E-2
7.749724478E2,3.373778527E0,-4.465299323E-2,3.110461450E-1
7.749825108E2,3.387750449E0,-8.459313065E-2,-3.712788981E-1
7.749925738E2,3.794497973E0,-3.469262682E-1,-3.566976964E-1
7.750026358E2,3.629713203E0,-1.788711508E-1,4.214497626E-1
7.750126988E2,3.511235750E0,-3.088971470E-1,1.572035623E-1
7.750227618E2,3.211319780E0,-2.007343286E-1,3.322680295E-1
7.750328248E2,4.329805596E0,-2.743532588E-1,5.671232003E-1
7.750428878E2,3.550419696E0,-4.664721537E-1,5.501364541E-1
7.750529508E2,3.383455962E0,-3.161691830E-1,1.716964710E-1
7.750630128E2,3.403944605E0,-2.396778081E-1,3.259191227E-1
7.750730758E2,4.331666764E0,-4.531144819E-1,5.685592765E-1
7.750831388E2,3.687454750E0,-1.311226416E-1,5.763237941E-1
7.750932018E2,3.432282551E0,-2.141772236E-1,2.254060704E-1
7.751032648E2,3.598594614E0,-3.076519825E-1,1.591424990E-1
7.751133278E2,4.279548777E0,-4.900970976E-1,1.040584531E0
7.751233908E2,2.883276949E0,-3.317629762E-1,-2.954153681E-1
7.751334528E2,3.243121324E0,-1.485029054E-1,5.827703494E-1
7.751435158E2,4.096998997E0,-2.404233281E-1,-7.239320755E-2
7.751535788E2,4.151709639E0,-4.579287869E-1,6.510705060E-1
7.751636418E2,2.893022503E0,-1.669461930E-1,-7.070511639E-2
7.751737048E2,3.565040659E0,-1.182606675E-1,8.716888762E-1
7.751837678E2,4.094477385E0,-1.785809827E-1,-1.821524620E-1
7.751938298E2,4.053931037E0,-2.409469463E-1,5.488541597E-1
7.752038928E2,3.373052596E0,-3.943071337E-1,-7.025692731E-1
7.752139558E2,3.762304665E0,-3.645347196E-1,7.014869535E-1
7.752240188E2,3.912840355E0,-4.380586325E-1,-8.054720825E-1
7.752340818E2,3.603579657E0,-3.706978311E-1,9.528219169E-1
7.752441448E2,3.458758451E0,-3.466578810E-1,-6.970746446E-1
7.752542078E2,4.040674523E0,-2.334264037E-1,1.191957834E0
7.752642698E2,3.437158252E0,-3.956495082E-1,-4.056084859E-1
7.752743328E2,3.739824167E0,-2.054107855E-1,1.410198727E0
7.752843958E2,3.692455289E0,-2.700033689E-1,-1.293918657E-1
7.752944588E2,3.952787071E0,-2.206169084E-1,8.217787975E-1
7.753045218E2,3.492952676E0,-3.362976381E-1,-2.292137772E-1
7.753145848E2,3.588648207E0,-3.924159980E-1,6.236558354E-1
7.753246468E2,3.743198303E0,-3.599462633E-1,2.474775553E-2
7.753347098E2,3.359441155E0,-1.936327390E-1,6.904170048E-1
7.753447728E2,3.718103808E0,-2.791694641E-1,-1.930165887E-1
7.753548358E2,4.113179120E0,-1.877115561E-1,9.345294875E-1
7.753648988E2,3.595490327E0,-2.504827318E-1,-3.306962979E-1
7.753749618E2,3.599407377E0,-9.704828471E-2,5.603778523E-1
7.753850248E2,3.955061930E0,-3.657203887E-1,-1.148286735E0
7.753950868E2,3.512332980E0,-5.460605063E-1,6.657253826E-1
7.754051498E2,3.217740023E0,-3.187717786E-1,-9.463069493E-1
7.754152128E2,3.681792306E0,-3.207721111E-1,9.478061754E-1
7.754252758E2,3.842608863E0,-4.458826455E-1,-1.527381606E0
7.754353388E2,3.348378223E0,-2.195552002E-1,8.764894402E-1
7.754454018E2,3.030494051E0,-2.894500387E-1,-8.593413109E-1
7.754554638E2,3.509687992E0,-2.616738640E-1,7.511765921E-1
7.754655268E2,3.453264700E0,-2.762423480E-1,-7.097098929E-1
7.754755898E2,3.316443070E0,-3.086161883E-1,5.671553600E-1
7.754856528E2,3.336175376E0,-3.670705108E-1,-6.471318215E-1
7.754957158E2,3.798424086E0,-2.958601950E-1,8.981820256E-1
7.755057788E2,3.434905612E0,-2.920599434E-1,-5.624237931E-1
7.755158418E2,3.738812307E0,-3.068047209E-1,1.275716860E0
7.755259038E2,3.591706009E0,-2.103839886E-1,-4.326477653E-1
7.755359668E2,3.910618705E0,-9.200944662E-2,1.302433373E0
7.755460298E2,3.766409411E0,-3.170047501E-1,-6.938727093E-1
7.755560928E2,3.783666006E0,-2.752502216E-1,1.075118771E0
7.755661558E2,3.902179711E0,-4.025473224E-1,-5.853834701E-1
7.755762188E2,3.516631853E0,-1.652627796E-1,8.373914480E-1
7.755862808E2,3.771835042E0,-2.840556899E-1,-4.205317497E-1
7.755963438E2,3.695001166E0,-2.624106131E-1,5.088223672E-1
7.756064068E2,3.734333632E0,-2.120614086E-1,-1.577134395E-1
7.756164698E2,3.488295954E0,-1.635248409E-1,5.969931167E-1
7.756265328E2,3.560263776E0,-2.985478677E-1,-6.958911681E-1
7.756365958E2,3.366235912E0,-1.798888586E-1,3.932077110E-1
7.756466588E2,3.258797125E0,-3.743346530E-1,-7.813119721E-1
7.756567208E2,3.031240741E0,-2.443248828E-1,2.383208156E-1
7.756667838E2,3.099010847E0,-3.206379175E-1,-5.437846237E-1
7.756768468E2,2.955204425E0,-1.331769146E-1,7.784374809E-1
7.756869098E2,3.262253706E0,-2.534681739E-1,6.865098953E-2
7.756969728E2,3.028305731E0,-6.338425621E-2,7.909750807E-1
7.757070358E2,3.292427093E0,-1.718702795E-1,-5.824353039E-2
7.757170978E2,3.036796765E0,-1.429486352E-1,5.755034298E-1
7.757271608E2,3.518956121E0,-2.730924529E-1,-2.838776422E-1
7.757372238E2,3.053604002E0,-1.909031126E-1,-3.155742288E-2
7.757472868E2,3.276791346E0,-3.254247406E-1,-5.522034448E-1
7.757573498E2,3.149759709E0,-2.020715868E-1,-1.432556140E-1
7.757674137E2,3.532350338E0,-3.827232148E-1,-8.632887661E-2
7.757774757E2,3.126110353E0,-1.454734629E-1,3.553136605E-1
7.757875387E2,3.307457069E0,-2.374516270E-1,1.918576705E-1
7.757976018E2,3.487097859E0,-1.053944542E-1,5.139456975E-1
7.758076647E2,3.535574785E0,-1.165306225E-1,5.224762005E-1
7.758177277E2,3.154554718E0,-2.397163998E-1,-1.316331035E-1
7.758277907E2,3.241844000E0,-3.179708563E-1,1.752860767E-1
7.758378537E2,3.149515880E0,-2.629538195E-1,1.672829926E-2
7.758479157E2,3.086023012E0,-1.894972958E-1,4.532977921E-1
7.758579787E2,2.706951529E0,-4.502648413E-2,3.275002098E-1
7.758680417E2,3.283543418E0,-1.168661065E-1,8.391789418E-1
7.758781048E2,3.010641877E0,-6.816859424E-2,3.724582815E-1
7.758881677E2,2.880369421E0,-1.231882623E-1,5.683452684E-1
7.758982307E2,2.876486285E0,-1.203978248E-1,2.310234904E-2
7.759082927E2,3.018185662E0,-2.130663988E-1,4.906006891E-1
7.759183557E2,2.692028850E0,-1.890071529E-1,-4.812907523E-1
7.759284188E2,2.654151172E0,-2.428848597E-1,1.318833643E-1
7.759384817E2,2.638536767E0,-2.439369200E-1,-2.223438835E-1
7.759485447E2,2.900720947E0,-1.182469265E-1,8.668198997E-1
7.759586077E2,2.386023736E0,-1.222451064E-1,-2.589568090E-1
7.759686707E2,2.753335737E0,-1.299971987E-1,4.037221742E-1
7.759787327E2,2.835917718E0,-1.964807716E-1,-5.192222250E-1
7.759887957E2,2.899670787E0,-2.632191369E-1,1.618023974E-1
7.759988587E2,2.598478370E0,-2.408547065E-1,-5.801554745E-1
7.760089218E2,2.910218287E0,-3.251124993E-1,2.269742936E-1
7.760189847E2,2.611440770E0,-2.205946890E-1,-3.638459176E-1
7.760290477E2,2.723123758E0,-5.705786124E-2,9.557390928E-1
7.760391097E2,2.713732838E0,-1.468322097E-1,-1.343380255E-1
7.760491727E2,2.911090692E0,-1.303575334E-1,6.281921053E-1
7.760592357E2,2.762710870E0,-1.280361888E-1,-3.922446746E-1
7.760692987E2,2.895039500E0,-2.153637698E-1,5.510667461E-1
7.760793617E2,2.742139488E0,-1.948667939E-1,-3.758718860E-1
7.760894247E2,2.788698820E0,-9.291050255E-2,7.335314494E-1
7.760994867E2,2.672216437E0,-2.401599111E-1,-4.599542624E-1
7.761095497E2,2.624960994E0,-1.833695599E-1,8.004440618E-1
7.761196127E2,2.654841436E0,-1.318400949E-1,2.033047646E-1
7.761296757E2,2.647378927E0,-1.236810364E-1,6.991468978E-1
7.761397388E2,2.641752736E0,-1.391081840E-1,-3.172395158E-1
7.761498017E2,2.639567631E0,-1.509451412E-1,8.733021230E-1
7.761598647E2,2.575333629E0,-1.513855827E-1,-3.044224191E-1
7.761699268E2,2.563357946E0,-2.094041415E-1,8.357793707E-1
7.761799897E2,2.442862034E0,-2.205993667E-1,-2.841507071E-1
7.761900527E2,2.647864538E0,-1.087414004E-1,8.251111257E-1
7.762001157E2,2.561921285E0,-1.640592764E-1,4.482884824E-2
7.762101787E2,2.504241134E0,-2.608735263E-2,8.713462293E-1
7.762202418E2,2.615637024E0,-1.625596118E-1,1.739429712E-2
7.762303037E2,2.661078953E0,-4.774514705E-2,6.873998415E-1
7.762403667E2,2.815888665E0,-1.569753747E-1,-1.245047629E-1
7.762504297E2,2.639331989E0,-2.086073121E-1,2.578066617E-1
7.762604927E2,2.798694343E0,-2.863330342E-1,-3.184867269E-1
7.762705558E2,2.609864068E0,-1.390840642E-1,2.540036327E-1
7.762806187E2,2.671216856E0,-1.726657932E-1,-1.380855060E-1
7.762906817E2,2.501224263E0,-1.442528567E-1,3.163396293E-1
7.763007438E2,2.764743070E0,-1.870420499E-1,1.819431317E-1
7.763108067E2,2.528282838E0,-1.052438883E-1,3.724612051E-1
7.763208697E2,2.788542992E0,-2.104810524E-1,3.189422250E-1
7.763309327E2,2.428468236E0,-1.151215898E-1,1.614246672E-1
7.763409957E2,2.465021520E0,-3.440039760E-1,-2.422823042E-1
7.763510588E2,2.437560656E0,-1.606554660E-1,-4.003705502E-2
7.763611207E2,2.456954994E0,-1.543166457E-1,2.184204018E-1
7.763711837E2,2.230013883E0,-3.556788191E-2,-2.479061562E-1
7.763812468E2,2.466923034E0,-1.523043264E-1,1.790212780E-1
7.763913097E2,2.329749402E0,-8.120320737E-2,3.161121726E-2
7.764013727E2,2.504653071E0,-2.605880360E-1,4.111726964E-1
7.764114357E2,2.132176078E0,-1.858731915E-1,-4.107259691E-1
7.764214987E2,2.594124533E0,-1.760924077E-1,6.824922734E-1
7.764315608E2,2.306049467E0,-1.802041698E-1,-5.077160740E-1
7.764416237E2,2.482810796E0,-3.002575935E-1,2.081959605E-1
7.764516867E2,2.025943864E0,-1.585435979E-1,-2.243623424E-1
7.764617497E2,2.535367617E0,-1.880347610E-1,4.347013074E-1
7.764718127E2,2.260589266E0,-4.057485268E-2,-5.031412125E-2
7.764818758E2,2.383834100E0,-1.744336988E-1,5.572911072E-1
7.764919377E2,2.113296880E0,-2.093409915E-1,-2.354235202E-1
7.765020007E2,2.541102859E0,-1.351326621E-1,6.724414945E-1
7.765120638E2,2.261021229E0,-1.855594884E-1,-2.417408520E-1
7.765221267E2,2.487802565E0,-1.271107207E-1,6.241195196E-1
7.765321897E2,2.148090006E0,-1.917635304E-1,-3.349273431E-1
7.765422527E2,2.385036580E0,-1.185176526E-1,5.025506437E-1
7.765523157E2,2.216435186E0,-6.863096282E-2,-1.805719596E-1
7.765623778E2,2.284147405E0,-1.126857859E-1,6.421336216E-1
7.765724407E2,2.194352884E0,-2.224685754E-1,-4.194389051E-1
7.765825037E2,1.917013745E0,-1.293611678E-1,8.547231799E-1
7.765925667E2,2.287103027E0,-1.029966572E-1,-3.229656941E-1
7.766026297E2,2.128400385E0,-7.802159116E-2,4.140746695E-1
7.766126928E2,2.073203692E0,-2.191254298E-1,-6.491122735E-1
7.766227547E2,1.926516347E0,-9.805356726E-2,3.383801240E-1
7.766328177E2,2.134105659E0,-2.053390110E-1,-4.384248143E-1
7.766428808E2,2.078393096E0,-1.274362645E-1,1.532028973E-2
7.766529437E2,1.951432210E0,-2.326821993E-1,-7.416696042E-1
7.766630067E2,1.796073444E0,-1.264441381E-1,2.388482344E-1
7.766730697E2,2.077851644E0,-2.869336894E-1,-5.509024394E-1
7.766831327E2,1.850253745E0,-1.263485362E-1,3.637336510E-1
7.766931947E2,2.069797543E0,-1.908428863E-1,-2.318514562E-1
7.767032577E2,1.708303083E0,-8.753062561E-2,6.419476801E-1
7.767133207E2,2.110263345E0,-9.777597070E-2,1.842282236E-1
7.767233838E2,1.812642553E0,-1.815326571E-2,4.623282319E-1
7.767334467E2,2.025822680E0,-1.445775233E-1,2.446270376E-1
7.767435097E2,1.916031412E0,-9.802857041E-3,5.789445162E-2
7.767535717E2,2.006568092E0,-1.170418154E-1,5.522695184E-2
7.767636347E2,1.854942042E0,-1.782801434E-1,-7.195525110E-2
7.767736975E2,1.955771283E0,-2.183878036E-1,6.036431551E-2
7.767837605E2,1.874756940E0,-5.445234194E-2,3.161034018E-1
7.767938235E2,1.821096312E0,-2.038507484E-1,1.859882355E-1
7.768038865E2,1.716050059E0,-2.441797256E-3,4.141974610E-1
7.768139485E2,1.755765810E0,-1.174872270E-1,3.922440898E-1
7.768240115E2,1.667830264E0,-1.357477891E-1,-3.710292220E-2
7.768340745E2,1.578454842E0,-8.680454761E-2,6.006879723E-1
7.768441375E2,1.544594932E0,-1.532998149E-1,-5.691562772E-2
7.768542005E2,1.434896050E0,-1.507419504E-1,3.114004862E-1
7.768642635E2,1.461824525E0,-6.093500376E-2,2.001408362E-1
7.768743265E2,1.661533544E0,-1.276955885E-1,5.686814833E-1
7.768843885E2,1.423579641E0,-8.334372684E-2,-2.160990572E-1
7.768944515E2,1.398457956E0,-2.708971158E-2,6.630409259E-1
7.769045145E2,1.625171464E0,-2.699791029E-2,-2.121808380E-1
7.769145775E2,1.644797497E0,-1.413380197E-1,3.593733823E-1
7.769246405E2,1.460017735E0,-1.930449477E-1,-3.119659120E-1
7.769347035E2,1.580988294E0,-1.461371219E-1,4.508881545E-1
7.769447655E2,1.699588247E0,-1.854276337E-1,-3.755304086E-1
7.769548285E2,1.556450454E0,-1.925431104E-1,3.759894150E-1
7.769648915E2,1.336943347E0,-1.652057692E-1,-7.416321820E-1
7.769749545E2,1.551589664E0,-1.313470285E-1,3.652474952E-1
7.769850175E2,1.624961403E0,-1.578246827E-1,-8.467879236E-1
7.769950805E2,1.531194283E0,-6.128569052E-2,4.758651209E-1
7.770051435E2,1.253130820E0,-2.627583763E-1,-7.609905589E-1
7.770152055E2,1.567696696E0,-1.738653494E-1,6.526486695E-1
7.770252685E2,1.321934714E0,-6.895577565E-2,-7.139988256E-1
7.770353315E2,1.351560802E0,-1.243438183E-1,6.556681716E-1
7.770453945E2,1.230537763E0,-1.528013398E-1,-9.678843445E-1
7.770554575E2,1.335855619E0,-1.242913395E-1,3.880305862E-1
7.770655205E2,1.197194601E0,-1.328123407E-1,-1.283760290E0
7.770755825E2,1.199734412E0,-3.863533124E-2,4.576855427E-1
7.770856455E2,1.213543562E0,-1.904094614E-1,-1.016862962E0
7.770957085E2,1.090458064E0,-1.021281995E-1,4.710739124E-1
7.771057715E2,1.183384062E0,-2.136557981E-1,-6.339644766E-1
7.771158345E2,1.199319917E0,-9.248570234E-2,4.543210548E-1
7.771258975E2,1.321023425E0,-1.666685964E-1,-4.310199004E-1
7.771359605E2,9.038263428E-1,-1.241577306E-1,4.650173664E-1
7.771460225E2,1.191795428E0,-6.418342441E-2,-8.009165168E-2
7.771560855E2,1.159416691E0,-1.692190057E-1,-2.389757037E-3
7.771661485E2,1.176898769E0,-2.148500919E-1,-3.494278532E-1
7.771762115E2,9.380161822E-1,-9.951069340E-2,2.620482320E-1
7.771862745E2,1.166676667E0,-2.537008931E-1,1.720110512E-1
7.771963375E2,1.041553414E0,-7.575521037E-2,2.182642812E-1
7.772063995E2,1.188440515E0,-7.528553277E-2,5.530992383E-1
7.772164625E2,1.029057403E0,-1.768724263E-2,5.531887007E-1
7.772265255E2,9.348852175E-1,-9.545082539E-2,7.813640124E-1
7.772365885E2,8.454921806E-1,-6.704227433E-2,5.187544477E-1
7.772466515E2,1.133187031E0,-1.206819995E-1,8.815297401E-1
7.772567145E2,7.193252736E-1,-8.653952256E-2,3.901250589E-1
7.772667775E2,8.782142957E-1,-1.352950685E-1,6.553851664E-1
7.772768395E2,6.300510813E-1,-1.569778597E-1,1.552201867E-1
7.772869025E2,1.046421002E0,-1.492402393E-1,6.984434777E-1
7.772969655E2,7.164546561E-1,-4.376640916E-4,2.238460332E-1
7.773070285E2,8.175070410E-1,-4.312131509E-2,8.475989324E-1
7.773170915E2,8.349154446E-1,-8.180269316E-2,7.176521659E-2
7.773271545E2,1.097076162E0,-9.233177438E-2,9.421051401E-1
7.773372165E2,9.231241279E-1,-1.354504582E-1,1.160333169E-1
7.773472795E2,9.954790362E-1,-1.780121948E-1,9.377635825E-1
7.773573425E2,9.817417339E-1,-2.451027086E-1,1.018181509E-1
7.773674055E2,1.120871626E0,-4.676617697E-2,1.249535952E0
7.773774685E2,9.405852295E-1,-1.559233144E-1,9.688836336E-2
7.773875315E2,8.509289217E-1,1.132898033E-4,8.506675512E-1
7.773975935E2,9.531556468E-1,-1.484198749E-2,1.559581053E-1
7.774076565E2,1.052289414E0,-2.422179848E-2,8.073934776E-1
7.774177195E2,9.541709427E-1,-1.789391246E-1,1.885645187E-1
7.774277825E2,6.207023337E-1,-8.862025425E-2,6.856135172E-1
7.774378455E2,1.211868408E0,-2.163550191E-1,1.195486629E-1
7.774479085E2,9.671111233E-1,-1.013081275E-1,7.860423696E-1
7.774579715E2,1.218111480E0,-2.434292355E-1,1.167688966E-2
7.774680335E2,9.774552863E-1,-1.062197886E-1,4.362572515E-1
7.774780965E2,1.294237623E0,-2.178185771E-1,-2.836338133E-1
7.774881595E2,1.122021261E0,-6.261110812E-2,1.498623830E-1
7.774982225E2,1.114819100E0,-1.751502751E-1,-2.124065405E-1
7.775082855E2,1.150543102E0,-1.589518797E-1,2.186858654E-2
7.775183485E2,1.399626668E0,-2.352217913E-1,-1.868612248E-1
7.775284105E2,1.048023432E0,-1.559655605E-1,4.529019356E-2
7.775384735E2,1.190810684E0,-2.043039076E-1,-2.119791090E-1
7.775485365E2,1.181767088E0,-2.114440888E-1,-2.166697454E-1
7.775585995E2,1.285627013E0,-2.631748442E-1,-3.111467171E-1
7.775686625E2,9.532141189E-1,-1.517757381E-1,-4.880700141E-1
7.775787255E2,1.248452755E0,-2.036275309E-1,-1.093996507E-1
7.775887885E2,1.203526551E0,-1.857137087E-1,-5.628827995E-1
7.775988505E2,1.163303627E0,-1.842311472E-1,-3.432496852E-1
7.776089135E2,9.548729740E-1,-2.070975611E-1,-9.358965665E-1
7.776189765E2,1.141353253E0,-2.474570900E-1,-2.952329350E-1
7.776290395E2,9.911104352E-1,-2.022860335E-1,-1.252969437E0
7.776391025E2,8.099451294E-1,-2.071072090E-1,-6.009411567E-1
7.776491655E2,8.911443899E-1,-2.774385421E-1,-1.188650064E0
7.776592275E2,9.573673231E-1,-2.136660308E-1,-2.772919232E-1
7.776692905E2,7.947304550E-1,-2.772195639E-1,-7.938513261E-1
7.776793535E2,6.713922847E-1,-1.657956071E-1,-3.183867395E-1
7.776894165E2,9.597195849E-1,-2.504238211E-1,-8.260016567E-1
7.776994795E2,7.798204205E-1,-1.973388505E-1,-2.654828864E-1
7.777095425E2,8.603838694E-1,-1.985278818E-1,-1.044038481E0
7.777196055E2,7.332820657E-1,-9.385336608E-2,-1.451384175E-1
7.777296675E2,8.756849364E-1,-1.900979510E-1,-9.454912627E-1
7.777397305E2,5.831056141E-1,3.051471815E-2,6.222548425E-2
7.777497935E2,5.629870992E-1,-1.824559325E-1,-8.397893912E-1
7.777598565E2,6.078119275E-1,-9.731681809E-2,2.792875779E-1
7.777699188E2,8.390668215E-1,-2.103722942E-1,-4.781677544E-1
7.777799818E2,4.159552802E-1,-1.290272918E-1,1.267179340E-1
7.777900438E2,7.733901644E-1,-2.503475149E-1,-5.030798167E-1
7.778001068E2,5.546010225E-1,-5.786799297E-2,2.539486688E-1
7.778101698E2,7.482021135E-1,-1.156203572E-1,-3.634787124E-1
7.778202328E2,4.035292891E-1,9.215796590E-3,3.519088268E-2
7.778302958E2,7.640132039E-1,-6.561102211E-2,-3.219283980E-1
7.778403588E2,6.512975241E-1,-3.730421260E-2,2.368508255E-1
7.778504208E2,6.846091848E-1,-9.620248497E-2,1.741248196E-1
7.778604838E2,3.846370815E-1,8.862259313E-2,5.966007686E-1
7.778705468E2,6.313750371E-1,-7.639153361E-2,3.692165852E-1
7.778806098E2,7.000721466E-1,5.195835829E-3,7.058706111E-1
7.778906728E2,4.489740685E-1,-8.266325712E-2,5.034739190E-1
7.779007358E2,2.313998318E-1,-1.331717983E-1,2.968531984E-1
7.779107988E2,6.166015352E-1,-7.003034770E-2,2.975531101E-2
7.779208608E2,4.560073187E-1,1.956069052E-2,6.233973885E-1
7.779309238E2,2.762158162E-1,2.535645068E-3,1.268319547E-1
7.779409868E2,1.855317872E-1,-2.715008408E-2,2.907387650E-1
7.779510498E2,5.510231113E-1,-1.046930806E-1,3.820412832E-1
7.779611128E2,3.301355499E-1,-3.515214488E-2,3.452441704E-1
7.779711758E2,2.056638969E-1,-6.953801215E-3,5.650562096E-1
7.779812378E2,3.045675762E-1,-1.559230220E-1,-2.854552209E-2
7.779913008E2,3.903087346E-1,-1.561914092E-1,5.145935690E-1
7.780013638E2,1.082421944E-1,-1.207607907E-1,-3.375340319E-1
7.780114268E2,2.517162750E-1,-1.417872320E-1,8.136821580E-1
7.780214898E2,4.239164836E-1,-7.317658827E-2,-2.696461040E-1
7.780315528E2,3.624132036E-1,-4.852662742E-2,8.539864308E-1
7.780416158E2,8.624453053E-2,-3.796304762E-2,-4.836056650E-1
7.780516778E2,3.882682025E-1,-3.381196305E-2,8.284884775E-1
7.780617408E2,5.282684523E-1,-9.889527395E-2,-7.018331087E-1
7.780718038E2,2.073857557E-1,-7.897074044E-2,6.203702849E-1
7.780818668E2,2.574577291E-1,-1.469456457E-1,-1.010829220E0
7.780919298E2,5.408479328E-1,-9.516533509E-2,4.954386753E-1
7.781019928E2,4.702083052E-1,-2.086103819E-1,-8.773501503E-1
7.781120548E2,4.588781554E-1,-1.692692918E-1,8.096054792E-3
7.781221178E2,4.573953746E-1,-2.133773245E-1,-1.150878221E0
7.781321808E2,6.400325708E-1,-1.675831009E-1,-1.275698733E-1
7.781422438E2,3.685509527E-1,-1.374880667E-1,-1.155041438E0
7.781523068E2,3.762758555E-1,-8.288340479E-2,-1.144463825E-1
7.781623698E2,2.665343620E-1,-2.516537829E-1,-8.742552191E-1
7.781724328E2,4.337403906E-1,-7.278964877E-2,9.431792736E-2
7.781824948E2,3.442815726E-1,-2.778504784E-1,-5.043890083E-1
7.781925578E2,9.568376385E-2,-1.142980094E-1,2.152857095E-1
7.782026208E2,1.341658249E-2,-2.263968810E-1,-2.312895387E-1
7.782126838E2,1.326456951E-1,-2.587353458E-1,-3.010146618E-1
7.782227468E2,1.107628559E-1,-6.196864530E-2,1.389374453E-1
7.782328098E2,-2.848854829E-1,1.207523122E-2,-1.304391021E-1
7.782428718E2,-2.542457805E-1,-8.062667191E-2,3.078728610E-1
7.782529348E2,-1.429409607E-1,-7.039638340E-2,-4.789045036E-2
7.782629978E2,-3.175853786E-1,-7.771168873E-2,8.203292727E-1
7.782730608E2,-4.025466646E-1,-8.668190226E-2,6.350602448E-2
7.782831238E2,-1.732456177E-1,-1.597478320E-1,9.268708044E-1
7.782931868E2,-3.852718699E-1,-2.478837906E-1,1.472878540E-1
7.783032488E2,-3.679959058E-1,-1.228118478E-1,6.662978250E-1
7.783133118E2,-3.911370657E-1,-9.835542977E-2,1.819244206E-2
7.783233748E2,-3.234836112E-1,-7.826936692E-2,2.039771944E-1
7.783334378E2,-5.093587030E-1,-1.762355183E-1,-5.393150121E-1
7.783435008E2,-4.490859696E-1,-8.759348318E-2,-3.478099287E-2
7.783535638E2,-1.753577051E-1,-1.469047152E-1,-9.616798639E-2
7.783636268E2,-6.184950829E-1,-4.228121638E-2,1.055071592E-2
7.783736888E2,-6.165727376E-1,-1.696516997E-1,1.773244160E-1
7.783837518E2,-4.957213151E-1,-8.086202234E-2,6.051084673E-1
7.783938148E2,-4.763434962E-1,-1.625436781E-1,5.382590050E-1
7.784038778E2,-7.838506139E-1,-1.087497327E-1,1.949900240E-1
7.784139408E2,-6.086665712E-1,-1.966303141E-1,-1.081208646E-2
7.784240038E2,-4.432777110E-1,-9.499488875E-2,6.290083766E-1
7.784340658E2,-8.627319650E-1,-2.098279184E-1,8.933376074E-2
7.784441288E2,-6.725968111E-1,-2.174140960E-2,7.264317602E-1
7.784541918E2,-5.827095383E-1,-1.763667883E-1,1.379358172E-1
7.784642548E2,-7.583613583E-1,-8.874319196E-3,7.525126809E-1
7.784743178E2,-7.204727896E-1,-6.472765401E-2,5.385203755E-1
7.784843808E2,-9.074912314E-1,-1.886984199E-1,6.124642646E-1
7.784944428E2,-6.240511803E-1,-2.181844667E-1,7.000005913E-1
7.785045058E2,-9.393610418E-1,-1.443534288E-1,5.723646444E-1
7.785145688E2,-7.763541180E-1,-2.228770034E-1,9.942389148E-1
7.785246318E2,-8.113592785E-1,-2.073970847E-1,2.142589384E-1
7.785346948E2,-7.980166633E-1,-1.780295902E-1,1.081321498E0
7.785447578E2,-1.132376826E0,-1.471821655E-1,-1.959951603E-1
7.785548208E2,-8.924122124E-1,9.431208014E-2,1.002705683E0
7.785648828E2,-1.197240063E0,-1.525791456E-1,-2.162896764E-1
7.785749458E2,-9.751889786E-1,-1.243131204E-1,1.077758789E-1
7.785850088E2,-1.225471736E0,-2.042822729E-1,-1.755053473E-1
7.785950718E2,-8.083757367E-1,-3.076850192E-1,2.474003720E-1
7.786051348E2,-1.161386544E0,-2.384199259E-1,4.629375118E-1
7.786151978E2,-8.612779087E-1,-2.177947497E-1,3.809881997E-1
7.786252598E2,-1.071525950E0,-1.930146883E-1,3.771103263E-2
7.786353228E2,-9.737027626E-1,-6.552623749E-2,-2.782847804E-1
7.786453858E2,-9.599229218E-1,-2.279383533E-1,-7.572600353E-1
7.786554488E2,-1.002189886E0,-2.706712671E-1,-1.317940773E0
7.786655118E2,-8.502441397E-1,-3.683677156E-1,-8.984200072E-1
7.786755748E2,-1.253690983E0,-1.291949607E-1,-6.564622235E-1
7.786856368E2,-9.387570244E-1,-2.768456344E-1,-8.917851716E-1
7.786956998E2,-1.016953155E0,-3.119239582E-1,-9.006992519E-1
7.787057628E2,-1.081240441E0,-4.954980245E-1,-4.585620403E-1
