channel,battery_status,battery_status,battery_status,battery_status,battery_status,battery_voltage,battery_voltage,battery_voltage,battery_voltage,battery_voltage,node_humidity,node_humidity,node_humidity,node_humidity,node_humidity,node_temperature,node_temperature,node_temperature,node_temperature,node_temperature,sensor_code,sensor_code,sensor_code,sensor_code,sensor_code,sensor_temperature,sensor_temperature,sensor_temperature,sensor_temperature,sensor_temperature
device_name,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005,node-T001,node-T002,node-T003,node-T004,node-T005
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26 22:15:00,3.0,3.0,3.0,3.0,,3.1,3.1103333333333336,3.094,3.106,,78.16666666666667,69.66666666666667,71.63333333333333,59.93333333333334,,16.790000000000003,21.786666666666665,20.69,24.813333333333333,,1.0,1.0,1.0,1.0,,15.683333333333332,40.93333333333334,39.68333333333333,20.66,
2019-10-26 22:30:00,3.0,3.0,3.0,3.0,,3.1,3.1103333333333336,3.0926666666666667,3.106333333333333,,84.26666666666667,69.06666666666668,71.56666666666666,60.133333333333326,,16.076666666666664,21.97,20.71666666666667,24.733333333333334,,1.0,1.0,1.0,1.0,,15.246666666666668,38.39333333333334,38.28666666666667,20.599999999999998,
2019-10-26 22:45:00,3.0,3.0,3.0,3.0,,3.1,3.1103333333333336,3.0933333333333333,3.106,,87.03333333333335,68.66666666666667,71.5,59.9,,15.793333333333331,22.16333333333333,20.85333333333333,24.986666666666665,,1.0,1.0,1.0,1.0,,15.139999999999999,43.47666666666667,45.22333333333333,20.496666666666666,
2019-10-26 23:00:00,3.0,3.0,3.0,3.0,,3.0993333333333335,3.111,3.094,3.106333333333333,,88.33333333333333,67.66666666666667,71.2,58.1,,15.623333333333333,22.7,21.143333333333334,25.849999999999998,,1.0,1.0,1.0,1.0,,14.933333333333332,50.873333333333335,51.68333333333334,20.349999999999998,
2019-10-26 23:15:00,3.0,3.0,3.0,3.0,,3.0980000000000003,3.109,3.094,3.106666666666667,,89.10000000000001,66.26666666666667,70.86666666666667,56.76666666666667,,15.543333333333331,23.243333333333336,21.456666666666667,26.459999999999997,,1.0,1.0,1.0,1.0,,14.87,52.806666666666665,53.370000000000005,20.599999999999998,
2019-10-26 23:30:00,3.0,3.0,3.0,3.0,,3.0973333333333333,3.111666666666667,3.094,3.1070000000000007,,89.60000000000001,64.86666666666667,70.2,56.1,,15.513333333333334,23.713333333333335,21.73333333333333,26.830000000000002,,1.0,1.0,1.0,1.0,,14.83,54.330000000000005,54.47666666666667,20.64,
2019-10-26 23:45:00,3.0,3.0,3.0,3.0,,3.0966666666666662,3.111,3.0933333333333333,3.106666666666667,,90.2,63.5,69.56666666666668,56.0,,15.479999999999999,24.083333333333332,21.976666666666663,26.936666666666667,,1.0,1.0,1.0,1.0,,14.81,52.53666666666667,52.47666666666667,20.62,
2019-10-27 00:00:00,3.0,3.0,3.0,3.0,,3.096,3.111,3.094,3.1070000000000007,,90.46666666666665,62.633333333333326,69.06666666666666,55.9,,15.49,24.396666666666665,22.186666666666667,27.033333333333335,,1.0,1.0,1.0,1.0,,14.83,52.93333333333334,53.51666666666667,20.703333333333333,
2019-10-27 00:15:00,3.0,3.0,3.0,3.0,,3.096,3.110333333333333,3.094,3.108333333333333,,90.63333333333333,61.666666666666664,68.53333333333335,55.43333333333334,,15.523333333333333,24.723333333333333,22.42,27.316666666666666,,1.0,1.0,1.0,1.0,,14.85,54.97666666666667,55.20666666666667,20.68,
2019-10-27 00:30:00,3.0,3.0,3.0,3.0,,3.096,3.1123333333333334,3.094,3.107666666666667,,90.7,60.666666666666664,67.76666666666667,55.23333333333333,,15.54,25.016666666666666,22.643333333333334,27.426666666666666,,1.0,1.0,1.0,1.0,,14.953333333333333,54.28666666666667,53.95666666666667,20.599999999999998,
2019-10-27 00:45:00,3.0,3.0,3.0,3.0,,3.096,3.111,3.094,3.108333333333333,,88.66666666666667,60.06666666666667,67.33333333333333,55.13333333333333,,15.436666666666667,25.23,22.823333333333334,27.206666666666667,,1.0,1.0,1.0,1.0,,14.659999999999998,52.99666666666667,53.43333333333334,19.393333333333334,
2019-10-27 01:00:00,3.0,3.0,3.0,3.0,,3.094666666666667,3.111,3.094,3.108333333333333,,84.06666666666666,59.53333333333334,67.10000000000001,55.26666666666666,,14.910000000000002,25.436666666666667,22.96666666666667,27.30333333333333,,1.0,1.0,1.0,1.0,,13.996666666666664,55.1,55.413333333333334,19.76666666666667,
2019-10-27 01:15:00,3.0,3.0,3.0,3.0,,3.0933333333333333,3.111,3.094,3.109,,84.0,59.06666666666666,66.76666666666667,55.63333333333333,,14.603333333333333,25.47666666666667,23.05666666666667,27.113333333333333,,1.0,1.0,1.0,1.0,,13.790000000000001,48.913333333333334,47.74666666666667,19.833333333333332,
2019-10-27 01:30:00,3.0,3.0,3.0,3.0,,3.0926666666666667,3.111666666666667,3.0946666666666665,3.108333333333333,,84.06666666666666,59.26666666666667,66.73333333333333,55.833333333333336,,14.436666666666667,25.423333333333336,23.09,26.863333333333333,,1.0,1.0,1.0,1.0,,13.6,50.04,49.72666666666667,19.456666666666667,
2019-10-27 01:45:00,3.0,3.0,3.0,3.0,,3.0926666666666667,3.113,3.094,3.109,,83.36666666666667,59.26666666666667,66.73333333333333,55.800000000000004,,14.066666666666668,25.52333333333333,23.22,26.996666666666666,,1.0,1.0,1.0,1.0,,13.266666666666666,52.663333333333334,53.04,19.183333333333334,
2019-10-27 02:00:00,3.0,3.0,3.0,3.0,,3.092,3.111666666666667,3.094,3.107666666666667,,83.43333333333332,59.0,66.46666666666665,55.1,,13.79,25.673333333333332,23.33666666666667,27.27666666666667,,1.0,1.0,1.0,1.0,,12.933333333333332,54.830000000000005,55.18666666666667,19.036666666666665,
2019-10-27 02:15:00,3.0,3.0,3.0,3.0,,3.091666666666667,3.1123333333333334,3.0946666666666665,3.108333333333333,,82.16666666666667,58.63333333333333,66.23333333333333,55.26666666666667,,13.549999999999999,25.736666666666665,23.44333333333333,27.19666666666667,,1.0,1.0,1.0,1.0,,12.663333333333334,50.620000000000005,48.39333333333334,19.16333333333333,
